,Target,Source
5,Tell me what other fun things there are to do in Tokyo besides eating.,Query: Tell me other fun things to do there. |||| Context: How do you make Japanese Yakiniku? ||| Can the sauce be used in other dishes? ||| What are the best Yakiniku restaurants in Tokyo? ||| Tell me about three star Michelin sushi restaurants there. ||| Oh you need an agent to make reservations? |||| Reformulation: 
6,What is the cost of living in Tokyo compared to New York City (NYC)?,Query: What is the cost of living there compared to NYC? |||| Context: How do you make Japanese Yakiniku? ||| Can the sauce be used in other dishes? ||| What are the best Yakiniku restaurants in Tokyo? ||| Tell me about three star Michelin sushi restaurants there. ||| Oh you need an agent to make reservations? ||| Tell me other fun things to do there. |||| Reformulation: 
7,What is the salary of working in foreign law firms in Tokyo?,Query: What is the salary of foreign law firms there? |||| Context: How do you make Japanese Yakiniku? ||| Can the sauce be used in other dishes? ||| What are the best Yakiniku restaurants in Tokyo? ||| Tell me about three star Michelin sushi restaurants there. ||| Oh you need an agent to make reservations? ||| Tell me other fun things to do there. ||| What is the cost of living there compared to NYC? |||| Reformulation: 
0,Who are the rivals of the Pittsburgh Steelers?,Query: Who are the rivals of the Steelers? |||| Context:  |||| Reformulation: 
1,What are notable games between Baltimore Ravens versus Pittsburgh Steelers,Query: What are notable games between Ravens versus Steelers? |||| Context: Who are the rivals of the Steelers? |||| Reformulation: 
2,What are notable moments in the Ravens and Steelers rivalry?,Query: And notable moments in their rivalry? |||| Context: Who are the rivals of the Steelers? ||| What are notable games between Ravens versus Steelers? |||| Reformulation: 
3,Tell me more about Polamalu's Interception versus Ravens in the 2008 AFC Championship game.,Query: Tell me more about that Polamalu's interception. |||| Context: Who are the rivals of the Steelers? ||| What are notable games between Ravens versus Steelers? ||| And notable moments in their rivalry? |||| Reformulation: 
4,How about Polamalu's interception return touchdown?,Query: How about his pick-6? |||| Context: Who are the rivals of the Steelers? ||| What are notable games between Ravens versus Steelers? ||| And notable moments in their rivalry? ||| Tell me more about that Polamalu's interception. |||| Reformulation: 
5,Tell me more about the immaculate reception of Pittsburgh Steelers.,Query: Tell me more about the immaculate reception. |||| Context: Who are the rivals of the Steelers? ||| What are notable games between Ravens versus Steelers? ||| And notable moments in their rivalry? ||| Tell me more about that Polamalu's interception. ||| How about his pick-6? |||| Reformulation: 
6,What happened to Three Rivers stadium?,Query: What happened to the stadium? |||| Context: Who are the rivals of the Steelers? ||| What are notable games between Ravens versus Steelers? ||| And notable moments in their rivalry? ||| Tell me more about that Polamalu's interception. ||| How about his pick-6? ||| Tell me more about the immaculate reception. |||| Reformulation: 
7,Tell me more about Steelers' defense scheme.,Query: Tell me more about their defense. |||| Context: Who are the rivals of the Steelers? ||| What are notable games between Ravens versus Steelers? ||| And notable moments in their rivalry? ||| Tell me more about that Polamalu's interception. ||| How about his pick-6? ||| Tell me more about the immaculate reception. ||| What happened to the stadium? |||| Reformulation: 
0,What is the environmental cost of food production?,Query: What is the environmental cost of food production? |||| Context:  |||| Reformulation: 
1,Oh that much water? How much water is used in meat production?,Query: Oh that much water? How is that for meat? |||| Context: What is the environmental cost of food production? |||| Reformulation: 
2,How much less water is used to produce vegetables compared to meat?,Query: How much less is used for vegetables? |||| Context: What is the environmental cost of food production? ||| Oh that much water? How is that for meat? |||| Reformulation: 
3,What are the benefits of being vegetarian to the environment?,Query: What are the benefits of being vegetarian? |||| Context: What is the environmental cost of food production? ||| Oh that much water? How is that for meat? ||| How much less is used for vegetables? |||| Reformulation: 
4,Are there any health concerns of being vegetarian?,Query: Are there any health concerns? |||| Context: What is the environmental cost of food production? ||| Oh that much water? How is that for meat? ||| How much less is used for vegetables? ||| What are the benefits of being vegetarian? |||| Reformulation: 
5,What are the sources of proteins for vegetarians?,Query: What are their sources of proteins? |||| Context: What is the environmental cost of food production? ||| Oh that much water? How is that for meat? ||| How much less is used for vegetables? ||| What are the benefits of being vegetarian? ||| Are there any health concerns? |||| Reformulation: 
6,Can you show me vegetarian recipes with almonds?,Query: Oh almonds? Can you show me recipes with it? |||| Context: What is the environmental cost of food production? ||| Oh that much water? How is that for meat? ||| How much less is used for vegetables? ||| What are the benefits of being vegetarian? ||| Are there any health concerns? ||| What are their sources of proteins? |||| Reformulation: 
7,How do you make almond flour?,Query: How do you make the flour? |||| Context: What is the environmental cost of food production? ||| Oh that much water? How is that for meat? ||| How much less is used for vegetables? ||| What are the benefits of being vegetarian? ||| Are there any health concerns? ||| What are their sources of proteins? ||| Oh almonds? Can you show me recipes with it? |||| Reformulation: 
0,What is high blood carbon dioxide?,Query: What is high blood carbon dioxide? |||| Context:  |||| Reformulation: 
1,What should you do to treat hypercapnia?,Query: What should you do to treat it? |||| Context: What is high blood carbon dioxide? |||| Reformulation: 
2,What are treatments for high cholesterol?,Query: How about high cholesterol? |||| Context: What is high blood carbon dioxide? ||| What should you do to treat it? |||| Reformulation: 
3,What should I eat to improve high cholesterol?,Query: What should I eat to improve it? |||| Context: What is high blood carbon dioxide? ||| What should you do to treat it? ||| How about high cholesterol? |||| Reformulation: 
4,What are the differences between saturated fat and trans fat?,Query: What are the differences between the two fats? |||| Context: What is high blood carbon dioxide? ||| What should you do to treat it? ||| How about high cholesterol? ||| What should I eat to improve it? |||| Reformulation: 
5,What are the benefits of unsaturated fats?,"Query: So, there are two types.  Is the other fat good for you? |||| Context: What is high blood carbon dioxide? ||| What should you do to treat it? ||| How about high cholesterol? ||| What should I eat to improve it? ||| What are the differences between the two fats? |||| Reformulation: "
6,"Oh, I like fish. What foods besides fish are good sources of unsaturated fats?","Query: Oh I like fish.  What other foods are good sources? |||| Context: What is high blood carbon dioxide? ||| What should you do to treat it? ||| How about high cholesterol? ||| What should I eat to improve it? ||| What are the differences between the two fats? ||| So, there are two types.  Is the other fat good for you? |||| Reformulation: "
7,What types of unsaturated fats does olive oil contain?,"Query: What types does olive oil contain? |||| Context: What is high blood carbon dioxide? ||| What should you do to treat it? ||| How about high cholesterol? ||| What should I eat to improve it? ||| What are the differences between the two fats? ||| So, there are two types.  Is the other fat good for you? ||| Oh I like fish.  What other foods are good sources? |||| Reformulation: "
0,What causes my teeth to chip off?,Query: What causes my teeth to chip off? |||| Context:  |||| Reformulation: 
1,"Oh, what can dentists do to fix a chipped tooth?","Query: Oh, what can they do to fix it? |||| Context: What causes my teeth to chip off? |||| Reformulation: "
2,What are the differences between dental crowns and veneers?,"Query: I have a larger chip, how do the options different? |||| Context: What causes my teeth to chip off? ||| Oh, what can they do to fix it? |||| Reformulation: "
3,How does an implant compare to a crown?,"Query: A crown sounds better. What about using an implant? |||| Context: What causes my teeth to chip off? ||| Oh, what can they do to fix it? ||| I have a larger chip, how do the options different? |||| Reformulation: "
4,Which one of dental implants or crowns is more expensive?,"Query: Which one is more expensive? |||| Context: What causes my teeth to chip off? ||| Oh, what can they do to fix it? ||| I have a larger chip, how do the options different? ||| A crown sounds better. What about using an implant? |||| Reformulation: "
5,What is the coverage of the crown in insurance?,"Query: What is the coverage of the crown in insurance? |||| Context: What causes my teeth to chip off? ||| Oh, what can they do to fix it? ||| I have a larger chip, how do the options different? ||| A crown sounds better. What about using an implant? ||| Which one is more expensive? |||| Reformulation: "
6,What is the coverage of the crown in medicare?,"Query: I meant medicare |||| Context: What causes my teeth to chip off? ||| Oh, what can they do to fix it? ||| I have a larger chip, how do the options different? ||| A crown sounds better. What about using an implant? ||| Which one is more expensive? ||| What is the coverage of the crown in insurance? |||| Reformulation: "
7,Show me medicare dentists in Seattle,"Query: Show me covered dentists in Seattle |||| Context: What causes my teeth to chip off? ||| Oh, what can they do to fix it? ||| I have a larger chip, how do the options different? ||| A crown sounds better. What about using an implant? ||| Which one is more expensive? ||| What is the coverage of the crown in insurance? ||| I meant medicare |||| Reformulation: "
0,What is Melania Trump's religion?,Query: What is Melania Trump's religion? |||| Context:  |||| Reformulation: 
1,What did Melania Trump do before she was married?,Query: What did she do before she was married? |||| Context: What is Melania Trump's religion? |||| Reformulation: 
2,Does Melania Trump have children?,Query: Does she have children? |||| Context: What is Melania Trump's religion? ||| What did she do before she was married? |||| Reformulation: 
3,How old is Barron Trump?,Query: How old is he? |||| Context: What is Melania Trump's religion? ||| What did she do before she was married? ||| Does she have children? |||| Reformulation: 
4,Donald and Melania Trump met at the Kit Kat Club?  Where is the Kit Kat Club?,Query: They met at the Kit Kat Club?  Where is that? |||| Context: What is Melania Trump's religion? ||| What did she do before she was married? ||| Does she have children? ||| How old is he? |||| Reformulation: 
5,When did Melania Trump become a model?,Query: When did she become a model? |||| Context: What is Melania Trump's religion? ||| What did she do before she was married? ||| Does she have children? ||| How old is he? ||| They met at the Kit Kat Club?  Where is that? |||| Reformulation: 
6,Does the public pay the First Lady of the United States?,Query: Do we pay the First Lady? |||| Context: What is Melania Trump's religion? ||| What did she do before she was married? ||| Does she have children? ||| How old is he? ||| They met at the Kit Kat Club?  Where is that? ||| When did she become a model? |||| Reformulation: 
7,Does the public pay Ivanka Trump?,Query: What about Ivanka? |||| Context: What is Melania Trump's religion? ||| What did she do before she was married? ||| Does she have children? ||| How old is he? ||| They met at the Kit Kat Club?  Where is that? ||| When did she become a model? ||| Do we pay the First Lady? |||| Reformulation: 
8,Does the public pay Jared Kushner?,Query: And Jared? |||| Context: What is Melania Trump's religion? ||| What did she do before she was married? ||| Does she have children? ||| How old is he? ||| They met at the Kit Kat Club?  Where is that? ||| When did she become a model? ||| Do we pay the First Lady? ||| What about Ivanka? |||| Reformulation: 
9,What does Jared Kushner do at the White House?,Query: What does he do at the White House? |||| Context: What is Melania Trump's religion? ||| What did she do before she was married? ||| Does she have children? ||| How old is he? ||| They met at the Kit Kat Club?  Where is that? ||| When did she become a model? ||| Do we pay the First Lady? ||| What about Ivanka? ||| And Jared? |||| Reformulation: 
0,When did social security start in the United States (US)?,Query: When did social security start in the US? |||| Context:  |||| Reformulation: 
1,Was social security mandatory?,Query: Was it mandatory? |||| Context: When did social security start in the US? |||| Reformulation: 
2,Who received the first social security check?,Query: Who received the first check? |||| Context: When did social security start in the US? ||| Was it mandatory? |||| Reformulation: 
3,When did the government start borrowing from social security?,Query: When did the government start borrowing from it? |||| Context: When did social security start in the US? ||| Was it mandatory? ||| Who received the first check? |||| Reformulation: 
4,How much money is owed to social security?,Query: How much is owed? |||| Context: When did social security start in the US? ||| Was it mandatory? ||| Who received the first check? ||| When did the government start borrowing from it? |||| Reformulation: 
5,When will social security run out of money?,Query: When will it run out of money? |||| Context: When did social security start in the US? ||| Was it mandatory? ||| Who received the first check? ||| When did the government start borrowing from it? ||| How much is owed? |||| Reformulation: 
6,Wow! What will happen if social security runs out of money?,Query: Wow! What will happen? |||| Context: When did social security start in the US? ||| Was it mandatory? ||| Who received the first check? ||| When did the government start borrowing from it? ||| How much is owed? ||| When will it run out of money? |||| Reformulation: 
7,Can social security be fixed?,Query: Can it be fixed? |||| Context: When did social security start in the US? ||| Was it mandatory? ||| Who received the first check? ||| When did the government start borrowing from it? ||| How much is owed? ||| When will it run out of money? ||| Wow! What will happen? |||| Reformulation: 
8,How much of a tax increase will keep social security solvent?,Query: How much of an increase? |||| Context: When did social security start in the US? ||| Was it mandatory? ||| Who received the first check? ||| When did the government start borrowing from it? ||| How much is owed? ||| When will it run out of money? ||| Wow! What will happen? ||| Can it be fixed? |||| Reformulation: 
0,Why were the Grateful Dead such an influential live band?,Query: Why were the Dead such an influential live band? |||| Context:  |||| Reformulation: 
1,Why did the Grateful Dead allow live recordings?,Query: Why did they allow live recordings? |||| Context: Why were the Dead such an influential live band? |||| Reformulation: 
2,Did the Grateful Dead have a number one hit?,Query: Did they have a #1 hit? |||| Context: Why were the Dead such an influential live band? ||| Why did they allow live recordings? |||| Reformulation: 
3,Who was the leader of the Grateful Dead?,Query: Who was the leader? |||| Context: Why were the Dead such an influential live band? ||| Why did they allow live recordings? ||| Did they have a #1 hit? |||| Reformulation: 
4,How did Jerry Garcia lose his finger?,Query: How did he lose his finger? |||| Context: Why were the Dead such an influential live band? ||| Why did they allow live recordings? ||| Did they have a #1 hit? ||| Who was the leader? |||| Reformulation: 
5,What was Jerry Garcia's relationship to Jefferson Airplane?,Query: What was his relationship to the Airplane? |||| Context: Why were the Dead such an influential live band? ||| Why did they allow live recordings? ||| Did they have a #1 hit? ||| Who was the leader? ||| How did he lose his finger? |||| Reformulation: 
6,Is Cassidy about Jack Casady?,Query: Is Cassidy about Jack Casady? |||| Context: Why were the Dead such an influential live band? ||| Why did they allow live recordings? ||| Did they have a #1 hit? ||| Who was the leader? ||| How did he lose his finger? ||| What was his relationship to the Airplane? |||| Reformulation: 
7,Who wrote Cassidy?,Query: Who wrote it? |||| Context: Why were the Dead such an influential live band? ||| Why did they allow live recordings? ||| Did they have a #1 hit? ||| Who was the leader? ||| How did he lose his finger? ||| What was his relationship to the Airplane? ||| Is Cassidy about Jack Casady? |||| Reformulation: 
8,What else did John Barlow and Bob Weir write?,Query: What else did they write? |||| Context: Why were the Dead such an influential live band? ||| Why did they allow live recordings? ||| Did they have a #1 hit? ||| Who was the leader? ||| How did he lose his finger? ||| What was his relationship to the Airplane? ||| Is Cassidy about Jack Casady? ||| Who wrote it? |||| Reformulation: 
9,Why did the Grateful Dead break up?,Query: Why did the band break up? |||| Context: Why were the Dead such an influential live band? ||| Why did they allow live recordings? ||| Did they have a #1 hit? ||| Who was the leader? ||| How did he lose his finger? ||| What was his relationship to the Airplane? ||| Is Cassidy about Jack Casady? ||| Who wrote it? ||| What else did they write? |||| Reformulation: 
0,Who are some of the well-known Information Retrieval researchers?,Query: Who are some of the well-known Information Retrieval researchers? |||| Context:  |||| Reformulation: 
1,What Information Retrieval research did Bruce Croft work on?,Query: What did he work on? |||| Context: Who are some of the well-known Information Retrieval researchers? |||| Reformulation: 
2,Who are some important British Information Retrieval researchers?,Query: Who are some important British ones? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? |||| Reformulation: 
3,What did Cyril Cleverdon's studies contribute to the evaluation of Information Retrieval systems?,Query: What did his studies contribute to evaluation? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? |||| Reformulation: 
4,What are some criticisms of the Cranfield project experiments?,Query: What are some criticisms of the experiments? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? |||| Reformulation: 
5,How did the Cranfield Experiments influence modern information retrieval evaluation initiatives?,Query: How did they influence modern initiatives? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? ||| What are some criticisms of the experiments? |||| Reformulation: 
6,What is TREC for information retrieval research?,Query: What is TREC? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? ||| What are some criticisms of the experiments? ||| How did they influence modern initiatives? |||| Reformulation: 
7,What are some recent TREC tasks?,Query: What are some recent tasks? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? ||| What are some criticisms of the experiments? ||| How did they influence modern initiatives? ||| What is TREC? |||| Reformulation: 
8,e-Discovery?  What's that?,Query: e-Discovery?  What's that? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? ||| What are some criticisms of the experiments? ||| How did they influence modern initiatives? ||| What is TREC? ||| What are some recent tasks? |||| Reformulation: 
9,What are the important components of an information retrieval test collection?,Query: What are the important components of a test collection? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? ||| What are some criticisms of the experiments? ||| How did they influence modern initiatives? ||| What is TREC? ||| What are some recent tasks? ||| e-Discovery?  What's that? |||| Reformulation: 
10,What about evaluation benchmarks for music information retrieval?,Query: What about benchmarks for music? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? ||| What are some criticisms of the experiments? ||| How did they influence modern initiatives? ||| What is TREC? ||| What are some recent tasks? ||| e-Discovery?  What's that? ||| What are the important components of a test collection? |||| Reformulation: 
11,What are important evaluation measures for web search engines?,Query: What are important measures for web search engines? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? ||| What are some criticisms of the experiments? ||| How did they influence modern initiatives? ||| What is TREC? ||| What are some recent tasks? ||| e-Discovery?  What's that? ||| What are the important components of a test collection? ||| What about benchmarks for music? |||| Reformulation: 
12,What are important online evaluation metrics for web search?,Query: What about online ones? |||| Context: Who are some of the well-known Information Retrieval researchers? ||| What did he work on? ||| Who are some important British ones? ||| What did his studies contribute to evaluation? ||| What are some criticisms of the experiments? ||| How did they influence modern initiatives? ||| What is TREC? ||| What are some recent tasks? ||| e-Discovery?  What's that? ||| What are the important components of a test collection? ||| What about benchmarks for music? ||| What are important measures for web search engines? |||| Reformulation: 
0,When did the Black Lives Matter campaign begin?,Query: When did the Black Lives Matter campaign begin? |||| Context:  |||| Reformulation: 
1,Tell me more about the shooting of Trayvon Martin.,Query: Tell me more about what happened. |||| Context: When did the Black Lives Matter campaign begin? |||| Reformulation: 
2,Why was George Zimmerman acquitted?,Query: Why was he acquitted? |||| Context: When did the Black Lives Matter campaign begin? ||| Tell me more about what happened. |||| Reformulation: 
3,And how what happened to Michael Brown?,Query: And how about what happened to Brown? |||| Context: When did the Black Lives Matter campaign begin? ||| Tell me more about what happened. ||| Why was he acquitted? |||| Reformulation: 
4,"Who named the movement ""Black Lives Matter""?",Query: Who named the movement? |||| Context: When did the Black Lives Matter campaign begin? ||| Tell me more about what happened. ||| Why was he acquitted? ||| And how about what happened to Brown? |||| Reformulation: 
5,What was the US reaction to the Black Lives Matter movement?,Query: What was the US reaction to it? |||| Context: When did the Black Lives Matter campaign begin? ||| Tell me more about what happened. ||| Why was he acquitted? ||| And how about what happened to Brown? ||| Who named the movement? |||| Reformulation: 
6,Tell me more about the Blue Lives Matter movement.,Query: Tell me more about the movement of the police supporters. |||| Context: When did the Black Lives Matter campaign begin? ||| Tell me more about what happened. ||| Why was he acquitted? ||| And how about what happened to Brown? ||| Who named the movement? ||| What was the US reaction to it? |||| Reformulation: 
7,Why were Rafael Ramos and Wenjian Liu killed?,Query: Why were they killed? |||| Context: When did the Black Lives Matter campaign begin? ||| Tell me more about what happened. ||| Why was he acquitted? ||| And how about what happened to Brown? ||| Who named the movement? ||| What was the US reaction to it? ||| Tell me more about the movement of the police supporters. |||| Reformulation: 
8,What else motivates the Black Lives Matter movement?,Query: What else motivates the Black Lives Matter movement? |||| Context: When did the Black Lives Matter campaign begin? ||| Tell me more about what happened. ||| Why was he acquitted? ||| And how about what happened to Brown? ||| Who named the movement? ||| What was the US reaction to it? ||| Tell me more about the movement of the police supporters. ||| Why were they killed? |||| Reformulation: 
